Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018,clustersCA,clustersRES,clustersEFF,activite,nom
447805011,27926316,28186011,28676198,32712165,33563477,29002158,1782723,1544728,1191618,1482452,1083323,-1683756,206,211,221,240,249,249,B,C,C,Fabrication de preparations pharmaceutiques,DELPHARM TOURS
314814658,2787050,2917210,3180330,3279750,3327670,3312485,294960,348920,455990,429290,417250,434534,27,27,27,27,27,27,B,A,A,Activites comptables,PIERRISNARD ET ASSOCIES
314911652,31724371,25154885,24864301,26571847,24355041,29066610,727015,469125,270740,500907,507525,502271,48,71,48,45,47,47,C,D,D,Commerce de gros (commerce interentreprises) de materiel agricole,ETABLISSEMENTS TONON
315030353,1196314,1269730,1127010,1195941,1088540,1220031,-5666,12252,15995,1977,-17018,134111,12,12,12,10,10,10,C,B,B,Activites de soutien aux cultures,D.T.M. MERCERON
447549379,15033321,15266448,16418915,17750544,17170649,18542993,363030,365521,365836,376163,213507,296455,55,50,46,48,47,47,B,C,D,Commerce de detail d'autres equipements du foyer,TWEETER
437688914,5929174,5854445,6253675,8202510,8411361,8066246,235966,304640,623219,933923,961944,1015179,29,29,28,32,32,34,B,A,A,"Transformation et conservation de poisson, de crustaces et de mollusques",PECHERIES BASQUES
448081596,821447,681424,578840,411926,320097,379471,35433,-50347,8840,-27935,8501,4982,4,4,2,2,2,2,C,D,D,Reparation d'ordinateurs et d'equipements peripheriques,SARL LELEU
488065426,260400,342e3,342e3,346e3,348e3,384e3,134217,174033,25720,282270,33375,255220,4,4,4,4,4,5,B,D,A,Activites des societes holding,J L S E
488224932,504e3,504e3,552e3,552e3,565500,618e3,174913,95222,169734,171449,177241,187552,6,6,6,6,6,6,A,A,A,Activites des societes holding,DESHAYES
310070412,10098504,10616429,10762635,11481372,12626232,13062829,88291,208879,247852,473016,668992,713316,57,57,57,59,59,62,A,B,A,Fabrication d'autres articles en papier ou en carton,SATO FRANCE
533730503,166581,165505,174413,175600,180716,187653,13172,12056,6475,13638,18741,18686,3,3,3,3,3,3,A,B,A,Coiffure,COULEUR POURPRE
493534044,200044,198252,240173,215053,215e3,215e3,-146243,189902,23701,100653,11897,41716,1,1,1,1,1,1,B,A,A,Activites des societes holding,FINANCIERE BTP
310288162,24107988,21141328,24215014,21838101,25821557,24544323,819723,-1308110,11726151,3174190,961738,6508027,99,100,101,96,145,104,A,A,A,Transports maritimes et cotiers de fret,SOCIETE D'ARMEMENT ET DE TRANSPORTS
493540843,363934,421528.36363636365,418746,407992,394446,399007,31690,39375.27272727273,31105,20470,37354,44317,5,4.363636363636363,3,3,3,3,B,B,D,Activites comptables,HIMERO FINANCES
493618326,719172,737492,593501,587500,710158,640271,17469,35581,-408,4460,93084,59047,1,1,1,1,1,1,C,B,A,Elevage de porcins,PORCY-FATY
437854656,817662,773999,878633,941816,876989,882171,14775,5953,39199,48593,55826,69625,6,5,6,6,3,3,B,A,B,Patisserie,REGAL DESSERTS MONTREUIL
437867666,301990,300020,314950,312250,332160,350330,127870,111070,75460,487930,28750,1708540,2,2,2,2,2,2,A,B,A,Gestion de fonds,PONS FINANCE
437904717,8831450,9039320,9162900,8623840,8929370,8803730,-218780,11080,14590,-125440,43970,18560,29,31,30,35,28,29,D,A,A,Activites des agences de voyage,HANGARD VOYAGES
493288799,185831,193147,207858,223526,244041,234882,-12332,-696,16344,8669,12256,6831,7,7,7,7,7,7,B,A,A,Coiffure,SARL FLAUJAC CASTELCULIER
441770716,6679608,6257093,6120863,5586931,5718333,7242530,205709,242044,206049,24973,-56794,232351,76,49,45,46,46,55,C,D,D,Telepheriques et remontees mecaniques,SOCIETE DE GESTION DE LA STATION DES ROUSSES
439206293,411280,321667,325659,428978,568680,741877,-3514,17788,4285,8448,3231,15746,6,6,6,6,6,9,A,B,A,Travaux de maconnerie generale et gros oeuvre de batiment,EURL ATELIER DES ARCADES
444762926,1555540,1693408,1731154,1777570,1860020,1826888,188802,248545,231924,235899,313351,257265,9,9,9,9,9,9,B,B,A,Activites des agents et courtiers d'assurances,SARL CABINET BREART
444847263,299888,326307,351135,340933,318969,378704,-6976,-10935,2433,2806,6328,20185,1,1,1,1,1,1,A,B,A,Comm. de gros (comm. interent.) de fournitures et equipements industriels divers,ACR INDUSTRIES
318055167,41082321,42101149,42983014,43413960,42420128,41867400,433891,455465,605309,608599,457959,-25325,152,166,160,167,177,181,B,C,C,Transformation et conservation de la viande de volaille,BLASON D'OR SAS
493378160,2224033,2223954,1991192,1614290,1503061,1579437,165067,165727,122466,116314,97109,98677,2,2,2,2,2,2,D,D,A,Vente a domicile,GM AGRI
448239335,132764,138034,163580,167085,189741,197165,-7802,-5284,8098,-1674,18593,3961,1,1,1,2,2,1,A,B,C,"Comm. de det. fleurs plantes graines engr. ani. de comp., ali. ani. en mag. spec",J.B. HORIZON
438975583,3226080,3077250,3145010,3369310,3187060,3580810,12730,-41680,15740,122240,-61290,158140,46,40,42,38,40,37,A,A,D,Hotels et hebergement similaire,LES VALLEES LABELLEMONTAGNE
438734584,131908,135009,132154,127662,113972,119838,15275,3900,4819,10400,3906,9826,2,2,2,2,2,2,D,D,A,Debits de boissons,H.P.D.C
438750507,746950,620060,628450,638360,647743,627620,13450,24140,1190,10610,-6853,1354,9,5,10,10,10,10,C,D,C,"Comm. de det. fleurs plantes graines engr. ani. de comp., ali. ani. en mag. spec",P.Y.H.
448326660,283e3,352550,422740,783460,646860,606972,-17020,23630,46750,149500,119910,53926,3,3,3,3,3,3,B,A,A,"Installation de structures metalliques, chaudronnees et de tuyauterie",BREIZ TUBE
311349419,4068668,3774287,3703437,3851925,3474996,3780186,21569,41720,149391,140578,95756,113853,49,53,55,54,49,49,C,A,B,Restauration traditionnelle,RESTAURATION J B
438763724,310745,342170,373098,325369,337866,332642,-3270,8021,5378,-16313,17572,15688,2,2,2,0,0,2,B,B,B,Travaux d'installation d'equipements thermiques et de climatisation,BOITEL Pierre et Fils
444959175,590250,435060,519710,471050,718050,760818,14320,18850,50960,73590,90920,158970,5,5,5,5,5,2,A,B,B,"Installation de structures metalliques, chaudronnees et de tuyauterie",C.A.T.S. ATLANTIQUE
445008790,254306,268632,228980,204380,180742,208501,11997,7052,-2086,-12265,-6807,20714,1,2,1,1,2,2,D,D,A,Entretien et reparation de vehicules automobiles legers,GARAGE SILVIO
318974847,6851558,7258108,7368924,9915821,10898671,11680059,175874,255245,304664,408072,707290,891996,57,52,58,139,83,84,A,B,C,Activites comptables,FIDUCIAIRE CENTREX
440649903,178143,188639,197660,198344,226304,240716,9171,7936,12045,14838,23609,30799,2,1,1,1,0,3,A,B,A,Autres intermediaires du commerce en produits divers,SYNERGY INTERNATIONAL
448550285,261063,261875,335691,433909,106471,70515,32073,35477,53170,134861,10388,-90,4,4,4,4,1,1,D,C,B,Transports routiers de fret de proximite,JTP TRANSPORT
488462730,3725858,0,5962218,0,0,7355952,138088,0,877031,0,0,475439,24,29,30,0,0,43,A,B,A,Promotion immobiliere de logements,PRIAMS
495285538,588947,605428,614532,610415,432891,349256,76170,-52931,63122,27894,-17e3,6865,3,2,3,3,5,3,D,C,A,Reparation d'app. electromenagers et d'equipements pour la maison et le jardin,CHAUDRON
488225210,541018,530208,615052,775381,939863,964503,4666,2095,26860,1676,6068,5138,6,6,6,7,8,6,A,C,A,Autres activites de soutien aux entreprises n.c.a.,ACTIPROD
488818469,160632,282511,241682,266560,287875,283031,-281480,-1524554,-1054883,2001419,1463173,-798968,3,3,4,4,4,4,B,A,C,Conseil pour les affaires et autres conseils de gestion,OCTALFA
395018260,1578296,1720166,1835262,2047742,2350391,2400400,-31315,30230,40640,2149,24715,-34559,10,11,11,13,14,10,A,C,C,Transports routiers de fret interurbains,M.P.M. EXPRESS
497691139,183310,241116,209924,118574,140872,241842,5181,15033,5286,220,911,4739,1,1,1,0,0,2,C,D,A,Arts du spectacle vivant,EIDO
443277348,592038,623009,724775,741659,906785,832815,94186,206398,250990,236899,260968,258415,5,6,6,8,9,9,B,A,C,Activites comptables,EOLIS
443327499,5588e3,5914e3,5216e3,2732e3,4583e3,4858814,43e4,5e5,234e3,-94e4,402e3,413382,61,58,57,48,42,45,C,D,B,Reparation d'equipements electriques,TECHNICA INDUSTRIES
444484877,381103,366170,405301,365353,340442,399429,5053,24334,26405,6049,5287,13877,2,4,4,4,4,4,D,C,C,Entretien et reparation de vehicules automobiles legers,SARL GARAGE DUVAL Pere et Fils
398300889,9484215,10558518,10424467,11465840,13352872,16072045,-301303,151646,203989,389599,434568,429524,51,51,48,45,47,59,A,A,A,"Fabrication de plaques, feuilles, tubes et profiles en matieres plastiques",C.J. PLAST
441954997,377795,397918,407935,410109,390043,449174,9536,16126,6633,437,6992,1441,2,3,3,2,2,3,A,D,A,Restauration traditionnelle,SOCIETE A RESPONSABILITE LIMITEE LA TRUITE DU PERE EUGENE
442029351,210300,206190,215710,207110,197630,200680,-9680,-10660,79930,-1380,-710,8250,2,2,2,2,2,2,D,C,A,Commerce de detail de journaux et papeterie en magasin specialise,PENDRAGON
444551360,3782661,3629113,4317513,4220581,4293136,5294267,19524,21265,21553,33992,33077,-16820,33,33,33,32,32,32,A,C,B,Fonds de placement et entites financieres similaires,ROND POINT INVESTISSEMENTS
398340489,925104,1001064,1121716,1093900,849729,975178,134066,107541,163101,150015,131078,171157,10,11,10,11,9,10,D,A,B,Conseil en systemes et logiciels informatiques,XPM SERVICES
398394585,5668454,5598105,6666817,6068901,6151147,6718645,934082,913654,1322939,1125397,1180984,1252264,20,20,21,21,21,21,B,A,C,Fabrication d'emballages en bois,BOUYOUD
398406819,565134,791742,850639,894801,834889,856012,94114,132847,152028,125365,113378,94681,6,7,9,10,10,11,B,C,C,Agences immobilieres,AGENCE VINENT
398445932,518830,533810,528930,557360,575950,402855,1560,9580,22540,17590,23810,56814,11,11,13,11,13,14,D,B,A,Coiffure,THIERS 9
497586602,4723530,4626820,4613420,5495620,5719330,6145838,67590,68170,102420,119880,69820,12121,44,39,47,46,53,58,A,C,A,Travaux d'installation electrique dans tous locaux,ESTUAIRE ELECTRICITE
442088761,245890,290243,285072,268575,277608,247063,12418,31739,13354,-1075,22756,12517,1,1,1,1,1,1,D,D,A,Commerce de detail d'habillement en magasin specialise,CAFE COTON CANNES
442978045,6489810,6158448,5480109,5695757,7465034,7319648,102556,207956,178128,195530,253419,225776,54,56,53,51,55,1,A,A,B,Fabrication d'autres articles metalliques,LHUILLIER
442983334,200513,216486,218853,231257,245030,259243,2551,-7473,8841,35110,8120,14919,3,3,4,3,2,3,A,A,B,Activites comptables,SCCF
442989273,376939,406981,470059,389032,399128,291903,1008,20938,13701,3942,3844,-95106,2,2,2,2,2,2,D,C,A,Activites des agences de publicite,A CAPELLA La Qualite Par l'Exemple La Securite Par l'Exemple l'Environnement Par l'Exemple
490428513,246070,330271,215801,256491,241297,185498,-7183,47211,-19126,11663,1740,5991,5,5,4,4,3,3,D,D,B,Autres activites de nettoyage des batiments et nettoyage industriel,C.C. NET
490437985,342944,386259,429092,458398,479289,614815,35478,42248,38640,53365,49707,71200,2,2,2,2,3,3,A,B,A,Entretien et reparation de vehicules automobiles legers,MECA-PRO V.I
498428226,108954,115187,131533,150650,144901,157619,28083,29508,57232,61727,55471,65405,1,1,1,1,1,1,B,A,A,Administration d'immeubles et autres biens immobiliers,M.E.B. GESTION
490224029,3e3,12e3,12e3,8400,8400,8450,183440,93610,-35380,324500,64180,136380,2,2,2,2,2,2,B,D,A,Activites des societes holding,2ABE
448981944,5781048,7012352,7372149,8943930,9683589,10060026,244300,301337,208711,313563,314288,133542,10,11,12,15,16,19,B,C,A,Fabrication d'aliments homogeneises et dietetiques,SYNERGIA
448995548,560549,672014,650963,670022,617586,630243,29566,59041,50021,8126,162,1035,6,6,0,0,6,6,B,C,A,Activites de soutien a la production animale,DOMAINE DE LA SAUVAGEONNE
397836388,6499045,6692340,6989821,6782241,6602977,7094420,77162,86357,98042,114591,139128,140890,13,12,13,13,14,12,B,B,A,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",PARIS
441836756,11827880,12759510,14947070,11953020,15372730,11939224,-284840,-213570,104350,55770,-19490,471616,42,36,42,37,36,39,B,B,D,Fabrication de materiel de distribution et de commande electrique,ITEC-PRODUCTION
489252361,204280,209010,205250,218250,220130,219762,6690,14790,6550,22470,17860,6238,5,4,4,4,4,4,B,A,D,Debits de boissons,SARL L'ETAPE
498720846,2403252,2062380,2237203,2358126,2294076,2181932,-71865,-215718,-155812,27322,57141,-119383,25,23,20,20,18,19,C,A,D,Fonderie de metaux legers,FONDERIE TRINQUET
441304086,9512420,9825920,9263300,9981090,9352250,11201504,93210,261990,109290,251720,253830,642593,63,63,65,68,71,68,A,B,C,Fabrication d'elements en beton pour la construction,JOUSSELIN PREFABRICATION
441333499,806237,931027,1347549,1390941,1479931,1473942,-74634,14915,35486,27259,38329,36518,8,8,11,14,16,16,B,A,C,Travaux de maconnerie generale et gros oeuvre de batiment,SARL JOCELYN BILLANGE
441347069,766940,992720,1237110,1249020,1373320,1561506,11520,20880,37540,23860,37e3,40345,1,2,2,3,3,3,B,A,C,Comm. de gros (comm. interent.) d'appareils sanitaires et prod. de decoration,FOURNITURES PEINTURES HAVRAISES
397687690,710700,677670,670920,913080,847010,621750,11080,11360,7570,1010,30940,3480,7,7,7,8,8,12,B,B,A,Travaux de menuiserie metallique et serrurerie,SERF
397710690,20663334,21291008,22436408,22197881,21257982,21807171,958611,1239938,1717051,1715392,1413221,1741721,158,166,164,159,161,158,B,A,B,Fabrication de preparations pharmaceutiques,DELPHARM BRETIGNY
441130192,535676,539671,717257,767555,854558,1155607,-41567,-24937,148,-5383,-2007,39928,2,3,2,3,3,5,A,B,A,Commerce de detail de meubles,LAMBERT
489972661,771914,816655,826780,784649,790595,834704,90757,72083,78663,74395,75472,68255,4,4,4,4,4,4,B,D,A,"Ingenierie, etudes techniques",BUREAU D'ETUDES TECHNIQUES INGENIERIE CONSEIL SEUZARET
399652965,843600,774770,889170,963550,881420,889047,-7890,9810,2280,12320,1700,1244,5,5,5,5,5,4,B,A,B,Commerce de voitures et de vehicules automobiles legers,MCA AUTOMOBILES
394491252,6096616,5885939,6354351,6228534,6116242,6141611,57891,124058,60338,44018,118313,352473,76,66,73,71,67,64,B,B,B,Conseil en systemes et logiciels informatiques,PACTE NOVATION
443391800,258945,238844,225977,236569,301361,316581,9506,19998,34994,42742,47602,15880,2,2,2,3,3,3,A,A,C,Activites comptables,ENECA
443484050,21531260,24619820,26013920,20729690,21026380,20864030,4773e3,4338400,4586340,3288280,2047920,1676120,45,47,46,41,41,41,D,C,B,Activites des sieges sociaux,TECHNITOIT
334719747,735882,718885,729124,360297,537008,419521,41164,25587,10247,-65127,2553,510,3,3,3,3,3,3,D,D,A,Travaux de menuiserie metallique et serrurerie,SOCIETE FARETTI
334782059,11361175,11603234,12279705,12558919,12560712,12229674,292719,296200,458669,250182,10786,78232,56,57,61,61,59,59,B,C,C,Comm. de gros (comm. interent.) d'autres machines et equipements de bureau,BUSINESS-REPRO-CENTRE
334785144,7144008,6076949,8123620,10392863,10006420,10161439,137782,1369,201907,652727,733221,893997,18,19,19,19,19,20,B,B,A,Affretement et organisation des transports,LOGI PRESSE
394551915,538484,530301,383701,258027,173546,126603,12053,3675,-43633,-130650,-60380,-25911,2,2,2,0,2,0,D,D,B,Conseil en systemes et logiciels informatiques,SUD PARTNER
493461248,312267,312e3,312e3,273500,246e3,246e3,42215,7108,46735,13151,-85096,47236.5,3,3,3,3,3,3,D,D,A,"Comm. de det. de tapis, moquettes et revetements de murs et sols en mag. spec.",BATISOL PLUS
443553565,3644020,3229990,3940720,3409280,3962340,4780826,275570,104140,225860,135950,249810,291479,9,9,9,9,9,9,A,B,A,Autres commerces de detail specialises divers,LBS 17
337814958,3219368,3297791,3300636,3136772,3208121,3404190,314438,377604,409098,351445,388195,414396,19,18,16,14,13,14,A,A,D,Fabrication d'autres produits chimiques n.c.a.,EAUTEX
338309834,211676,231852,227872,217861,213799,222362,8991,7544,4911,3542,5444,4966,1,1,2,1,1,1,D,D,A,Commerce de detail de journaux et papeterie en magasin specialise,EURL LIBRAIRIE DE LA GARE - MAISON DE LA PRESSE
397724105,14335e3,12978e3,11912e3,12713e3,11835e3,13192e3,15e4,142e3,154e3,176e3,223e3,18e4,15,18,17,20,15,16,C,B,B,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",VERLADIS
397791633,15137670,15207080,15609340,16796340,18757860,20053357,140910,134140,197530,213760,222260,179310,37,44,47,49,48,38,A,A,C,Supermarches,GRANDI
338864770,43421494,47495466,46953712,49370599,47413664,50945605,2936464,2901729,1802632,2711301,2136833,2211464,231,222,242,215,212,217,B,D,B,Fabrication de materiel medico-chirurgical et dentaire,COLOPLAST MANUFACTURING FRANCE SAS
491302550,491927,445742,445731,396565,399145,366284,9676,1213,12719,14250,9905,6913,10,10,9,9,8,9,D,A,B,Transports routiers de fret interurbains,PELICAN TRANSPORTS EUROPE
398887471,11682451,11694172,10295117,10847469,10307110,11239208,631611,-299915,477340,-705759,-1143515,-902937,45,58,63,60,65,76,C,C,C,Commerce de detail d'habillement en magasin specialise,HACKETT
398990325,7584407,8291769,8188483,8778346,8346931,8927106,160507,224217,215168,227189,224500,244138,57,59,60,64,64,67,B,A,C,Intermediaires specialises dans le commerce d'autres produits specifiques,DENSO Automotive France S.a.r.l
399012822,1248687,1206191,1044995,670987,728425,804284,2606,7712,45757,-46538,-29771,-54080,5,5,3,2,2,2,C,C,D,Commerce de voitures et de vehicules automobiles legers,GAGNIERES AUTOS
444034557,161588,135402,128908,143071,151472,146221,12455,287,13171,4413,842,777,5,4,4,0,0,0,C,C,D,Coiffure,JORDAN
444071989,25503240,27352240,30945971,31646984,37650427,48255604,4605890,3838284,4904350,2753395,4577854,9939900,29,31,33,41,50,212,A,B,A,Fonds de placement et entites financieres similaires,Andera Partners
491121224,3067299,3082111,3515637,5752185,6963732,9394940,186216,183804,176054,374980,417384,588213,5,7,7,10,13,15,A,B,A,Conseil pour les affaires et autres conseils de gestion,IK INVESTMENT PARTNERS SAS
492533955,2735626,3935798,4119362,2645365,2664535,4286342,677180,182787,588598,-191831,-281291,-277245,15,19,19,18,17,17,A,C,B,Edition de logiciels applicatifs,LS TELCOM SAS
444790646,589677,465719,455639,456211,560777,723731,15285,15919,12401,34425,103807,97099,3,3,4,4,4,4,A,B,C,"Analyses, essais et inspections techniques",SARL EUROCONTROLE QUALITE
491434965,10972384,9669825,9253043,8359697,9226292,10131655,727276,520845,436040,206298,456581,666222,13,12,11,13,12,14,C,D,A,Comm. de gros (comm. interent.) de fournitures pour la plomberie et le chauffage,NIBE FOYERS FRANCE
444565659,219114052,207837055,211744154,222266931,264668388,273017220,-12252826,-5650796,-4203013,261860,5182089,1139327,874,822,813,851,835,833,A,A,D,Fabrication d'autres equipements automobiles,JTEKT Automotive Lyon
444572044,5726932,6806532,5436835,4468890,3915979,4022715,-356734,267937,119738,-283412,-648521,33963,36,35,32,30,28,23,D,C,B,"Ingenierie, etudes techniques",Compagnie Francaise de Geothermie
444413058,32529504,61407594,67763144,78847204,92654621,106779449,15038024,14579575,13848280,7995657,6300995,2057184,124,146,157,178,203,236,B,C,A,Activites des sieges sociaux,TEREOS PARTICIPATIONS
341529675,1932161,1820607,1469203,1882904,1870640,2592543,337568,134679,125463,161590,159865,177913,13,12,11,0,13,18,A,D,A,Traitement et revetement des metaux,ISERE ENTRETIEN
341712461,4963280,4995920,4657910,4962570,5225930,5180450,392820,414060,172600,250190,409380,366340,7,7,7,7,7,7,A,D,A,Commerce de gros (commerce interentreprises) d'autres produits intermediaires,P.B. REGNIER
341713592,8423660,7217023,5669760,4789458,5450185,3425660,-31747,-170153,426296,-52504,389479,-1057845,121,77,37,70,70,61,C,C,D,Fabrication de lunettes,NAJA
397439167,931604,924213,911013,998228,977549,959278,3153087,1441669,1819874,959533,832384,679560,1,1,1,1,2,1,B,D,A,Gestion de fonds,FINANCIERE PERDIS
339722399,11127078,10036245,8564858,8844601,8465145,9129501,-207820,21271,-114693,45166,3639,7738,23,23,19,18,18,20,C,A,D,Commerce de voitures et de vehicules automobiles legers,AUTO VILLENAVE INFORMATION
482467883,1688709,1704800,1641457,1577067,1550613,1561518,-13885,6938,33499,9384,1914,8e3,9,9,9,7,7,3,D,C,B,Supermarches,JERETISTE
395106461,4956390,4829211,5869641,26862494,18692057,18536992,95204,71995,122909,302207,-303554,29177,0,0,0,39,38,41,B,C,C,Commerce de gros (commerce interentreprises) de machines-outils,CELADA FRANCE
